subtree,dim,model,optimizer,train_loss_mean,train_loss_std,test_loss_mean,test_loss_std,test_accuracy_mean,test_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_f1_mean,test_f1_std,grad_norm_mean,grad_norm_std,avg_param_norm_mean,avg_param_norm_std,max_param_norm_mean,max_param_norm_std,projection_count_mean,projection_count_std,clipping_count_mean,clipping_count_std,runtime_sec_mean,runtime_sec_std
ANIMAL.N.01,3.0,hyperbolic_mlr,radam,0.003469548164660933,0.0010633213879538072,0.005575804117446101,0.0026324252122328896,0.9991069435141773,0.00035154981988048614,0.9942138398358457,0.007834907437333423,0.987546699875467,0.007575046737606631,0.9908376640604272,0.003605516335099924,0.07884999718160528,0.02567907441978917,0.5990092158317566,0.06819623221434536,0.7850908041000366,0.04960465226503877,0.0,0.0,0.0,0.0,2.572516480004803,0.30869362245812587
ANIMAL.N.01,3.0,hyperbolic_mlr,rsgd,0.005586114185098734,0.0008943667709297553,0.007520648573214768,0.004781153612657708,0.9992287239440621,0.0005249758329323889,0.9901023741794216,0.007473233671135586,0.9941884599418845,0.0040031759074276125,0.9921360553812506,0.005333864973729795,0.14751479387130514,0.05939001897048409,0.744337280591329,0.18511573619819732,1.1071353952089946,0.21939285175057258,0.0,0.0,0.0,0.0,2.162824159003018,0.13661041347481248
ANIMAL.N.01,3.0,logmap_lr,adam,0.04422346284139417,0.0013278626540982395,0.042443025857210104,0.002142667744115536,0.9929367350666748,0.0007382546217488879,0.9410522168859279,0.010352125579939957,0.9128268991282691,0.01468222431201948,0.9266530804160916,0.0079461982814248,0.0351643077550435,0.0018390326529762432,3.0993898709615073,0.13621247346387994,3.0993898709615073,0.13621247346387994,0.0,0.0,0.0,0.0,1.2298553800016332,0.003356971209304248
ANIMAL.N.01,3.0,logmap_lr,sgd,0.1118071811261709,0.0002545932505759377,0.11089547971884402,0.00025148261140942594,0.9511051574012056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06161062939970086,0.0014067392218720175,0.590462327003479,0.005273019779837541,0.590462327003479,0.005273019779837541,0.0,0.0,0.0,0.0,1.1669099793361968,0.09884421520661973
ANIMAL.N.01,5.0,euclidean_lr,adam,0.025810139397963932,0.0003247749835349415,0.025745803490281067,0.0009023029735417392,0.9947634415149484,0.0015075708948595935,0.9949466530638351,0.0006994760246667239,0.8974678289746784,0.03131536606482731,0.9435029798484816,0.017024544883849226,0.005786618401640066,0.0001600983339983959,19.183883666992188,0.24381199606520731,19.183883666992188,0.24381199606520731,0.0,0.0,0.0,0.0,1.362547764001647,0.23136305461419404
ANIMAL.N.01,5.0,euclidean_lr,sgd,0.1326437370923126,0.002230743819222805,0.13239621122678116,0.0019962417770966866,0.9511051574012056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025005560344613667,0.0006807879160019338,1.9666752417882283,0.09911216648278161,1.9666752417882283,0.09911216648278161,0.0,0.0,0.0,0.0,1.4339636309984296,0.39424713934568273
ANIMAL.N.01,5.0,hyperbolic_mlr,projected_adam,0.003894075969927033,0.00023077476774193613,0.0024843952463318333,0.0017073943200391726,0.9997564391402302,0.00016110036601506183,0.9966914805624483,0.0031223467474238336,0.9983395599833956,0.0014379832358396554,0.99751269226974,0.0016428814943668427,0.08464908021361904,0.03465901394490596,0.7351199785868326,0.010391912607736547,0.9000851710637411,0.041883707471911676,152.33333333333334,162.27856707936922,0.0,0.0,1.998033928995331,0.0068730464897640035
ANIMAL.N.01,5.0,hyperbolic_mlr,projected_sgd,0.007916309275168433,0.008075931799218665,0.009702805662527634,0.0118518543463386,0.9967322251314213,0.005027162424290136,0.9568858940871791,0.06717321755782121,0.9792444997924451,0.03061418691156869,0.967681051352308,0.04951114120771972,0.18510427745314004,0.1798673344701301,0.6622345050175985,0.03015522124441907,0.911105751991272,0.033291058520524865,3.3333333333333335,2.3094010767585034,0.0,0.0,1.949841924002006,0.016494280500209672
ANIMAL.N.01,5.0,hyperbolic_mlr,radam,0.004406338624848333,0.0007684053047299911,0.0054330620914697,0.002501676067164562,0.999492581542146,0.00035154981988032584,0.9921647315912548,0.00497529732938282,0.9975093399750934,0.0021569748537596193,0.9948285058562533,0.003574907738005558,0.10393654842957119,0.04488753784937262,0.7226522962252299,0.21899817581709616,1.2127341628074646,0.4401503507301119,0.0,0.0,0.0,0.0,2.299321695997302,0.09663208395995643
ANIMAL.N.01,5.0,hyperbolic_mlr,rsgd,0.0061913321549878,0.0026492110280307434,0.004814421331199467,0.003771436597794073,0.9995737684954027,0.0001611003660149307,0.9954425210242673,0.002864402383643646,0.995848899958489,0.002592361145038823,0.9956424967574774,0.0016469862159594632,0.12705672284602393,0.0232790122644681,0.7160628239313761,0.10565253737162285,1.0695158044497173,0.08128081400497543,0.0,0.0,0.0,0.0,2.027965330334458,0.005377374124690294
ANIMAL.N.01,5.0,logmap_lr,adam,0.024662820240752798,0.00014334094534116819,0.023443787669142,0.0009189363627641424,0.9949258154214617,0.0006007285955447929,0.9753433948752477,0.00496561009428751,0.9194686591946866,0.009673042920490782,0.9465678398925946,0.006472622306402983,0.022496449964560867,0.0013692030068713384,3.5009121100107827,0.040029576969264125,3.5009121100107827,0.040029576969264125,0.0,0.0,0.0,0.0,1.2247681923327036,0.0025771726201280066
ANIMAL.N.01,5.0,logmap_lr,sgd,0.09353620949161377,4.789314665146754e-05,0.09361369907855983,0.00048057798294206817,0.9603604700724593,0.0014815228716552622,0.8982021768068279,0.032812269961439273,0.21295143212951428,0.024875447516112294,0.3440424691072747,0.03513170398608975,0.0540157081677799,0.0021047298955687017,0.8354930877685547,0.0015832191501051547,0.8354930877685547,0.0015832191501051547,0.0,0.0,0.0,0.0,1.2777540936755636,0.1435255639507884
ANIMAL.N.01,10.0,euclidean_lr,adam,0.003952364372138233,9.248035467625822e-05,0.003691150729233967,0.0001564291675575717,0.9996549554486593,0.00014061992795215918,0.9950413002291052,0.00327210545493426,0.9979244499792445,0.0007189916179198518,0.9964783951976353,0.0014310626964732637,0.001645785161170233,4.020102499480218e-05,24.13991928100586,0.22479762546565354,24.13991928100586,0.22479762546565354,0.0,0.0,0.0,0.0,1.1933495393410947,0.10906978686959246
ANIMAL.N.01,10.0,euclidean_lr,sgd,0.11393452493181307,0.0028557412528117452,0.11293379465738927,0.0023082944867326475,0.9511051574012056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278760309942111,0.0008951808112797413,2.3805928230285645,0.10270199938071098,2.3805928230285645,0.10270199938071098,0.0,0.0,0.0,0.0,1.1113526536695038,0.03480766020717094
ANIMAL.N.01,10.0,hyperbolic_mlr,projected_adam,0.0011805628985178,0.0007870761978075699,0.024927194307868633,0.038434389896175966,0.9962045099352536,0.006310392709981945,0.9991692623981764,0.0007194402859824081,0.9232046492320465,0.12977948077583218,0.9563588407816658,0.07289214593109723,0.059121723544530234,0.06403493312534408,0.8378034035364786,0.1498064039591806,1.2416109244028728,0.13733585269578827,0.0,0.0,0.0,0.0,2.0831768356632288,0.11528585266121431
ANIMAL.N.01,10.0,hyperbolic_mlr,projected_sgd,0.0008169398256377001,0.00037131109035033885,0.001887334161438,0.0015401279680707291,0.9998579228318011,7.030996397611967e-05,0.9995843724023276,0.0007198881161965442,0.9975093399750934,0.0012453300124534161,0.9985454324025111,0.000720113744164788,0.025323276554729365,0.006051657919471461,0.44142116109530133,0.13556844171902488,0.6036256750424703,0.17518653903139506,0.0,0.0,0.0,0.0,2.1222764326666947,0.10933426602091446
ANIMAL.N.01,10.0,hyperbolic_mlr,radam,0.0014780004541216335,0.0002799574040428137,0.0037320507690310005,0.0013133788132818158,0.9997970326168585,0.00015323701384791966,0.9979280577025346,0.0025851777028083984,0.9979244499792445,0.0007189916179198518,0.9979254816261371,0.0015642878815752888,0.04847145319349013,0.03921373381578992,0.7490999897321066,0.05199967012090465,1.29105011622111,0.14318701334048695,0.0,0.0,0.0,0.0,2.2851156299972595,0.08851951621925484
ANIMAL.N.01,10.0,hyperbolic_mlr,rsgd,0.0010781299113115002,0.00020345538788888015,0.0013695565673211667,0.0007566744244694592,0.9998376260934868,3.515498198811591e-05,0.9991692623981764,0.0007194402859824563,0.9975093399750934,0.0012453300124534161,0.9983380067181938,0.0003608428600727818,0.043605038296725906,0.011249014073218907,0.38761041561762494,0.06742404158644781,0.6149472196896871,0.21925312856271656,0.0,0.0,0.0,0.0,2.043933194664229,0.012917758206638087
ANIMAL.N.01,10.0,logmap_lr,adam,0.005205454926678967,3.876384890783772e-05,0.004583621552834867,0.0002146880794505425,0.999208427205748,0.00010546494596398719,0.9966499082970222,0.0019158961591801272,0.9871315898713159,0.0014379832358397036,0.9918667799893731,0.0010805314327521289,0.0075179510332362,0.00011425821484786712,4.570457140604655,0.03578435027226574,4.570457140604655,0.03578435027226574,0.0,0.0,0.0,0.0,1.4234829163275815,0.3082424281198389
ANIMAL.N.01,10.0,logmap_lr,sgd,0.0479960354316591,7.441635047497737e-05,0.04655688876907027,0.0001859554602118306,0.9986401185329518,0.00012675309014587602,0.9982976879516059,0.0007378285639996138,0.9738480697384807,0.002156974853759427,0.9859206973257392,0.0013229120215317305,0.03424117003889997,0.000688226784876895,1.3154023090998332,0.006945439406591821,1.3154023090998332,0.006945439406591821,0.0,0.0,0.0,0.0,1.277739758991326,0.13257979492343094
GROUP.N.01,2.0,euclidean_lr,adam,0.16297016548179846,0.001114864384717473,0.1625509013732274,0.0015845170086355926,0.8964257443828777,0.0010564057463860169,0.4881039335675798,0.009867419045959874,0.32955449482895777,0.049928368630876414,0.39230151554944,0.03970393153291636,0.0174102202078173,0.0006941171063602486,11.105770111083984,0.37982393073023923,11.105770111083984,0.37982393073023923,0.0,0.0,0.0,0.0,0.5818097973242402,0.08471489801576657
GROUP.N.01,2.0,euclidean_lr,sgd,0.22058168207783213,0.0009390672990568881,0.22019306818644202,0.00022303662761269385,0.8979479997564391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273049816321565,0.0011341777010826402,2.217226584752401,0.03597430518147396,2.217226584752401,0.03597430518147396,0.0,0.0,0.0,0.0,0.5394752564219137,0.08047266447662459
GROUP.N.01,2.0,hyperbolic_mlr,projected_adam,0.16437603509979706,0.02246157524179036,0.13844773173332212,0.01074330071659449,0.9305039680123404,0.00315827944211661,0.603972909570436,0.013067526671769185,0.9293953858392999,0.04534737049571467,0.7317082958380601,0.013419078465699027,1.6697848983760402,1.075046697141775,0.5106923480828603,0.035139039814610994,0.9476263920466105,0.07965449450121728,2187.3333333333335,2374.222890407161,0.6666666666666666,1.1547005383792517,1.0267705971685548,0.05875480236027952
GROUP.N.01,2.0,hyperbolic_mlr,projected_sgd,0.22040530387408577,0.06193009925727486,0.20991957187652585,0.02317951346076312,0.9136982686882219,0.02728026602272124,0.29321591650358775,0.5078648649720876,0.17879872712808273,0.309688479714483,0.22213985668396344,0.38475751816269355,1.1569181223842648,0.6177751267720187,0.9247004091739655,0.49257149716827775,1.4301188786824544,0.7340639431715671,659.3333333333334,400.08040858474106,5.0,4.0,0.9618620133648316,0.011668125236293075
GROUP.N.01,2.0,hyperbolic_mlr,radam,0.15300702225632312,0.03144547315560646,0.1297996789216995,0.0020248275226062242,0.9374657492540948,0.002164816274082813,0.7070002735669836,0.1446695919649987,0.7917661097852028,0.2699193269472886,0.7080159803901583,0.07634744189132052,1.532417912150169,1.2077240124619422,0.4799325267473857,0.002743072181137873,0.9449831048647562,0.08696799322248858,0.0,0.0,0.0,0.0,1.1318927366907399,0.018004004211306608
GROUP.N.01,2.0,hyperbolic_mlr,rsgd,0.1805191425223902,0.017829062429539893,0.17511531710624695,0.020117190515711137,0.913860642594735,0.01863452818623626,0.3901707894679037,0.3394891641121935,0.5061654733492443,0.4718164666584273,0.4373124116015503,0.3887797597301411,0.7863500730108877,0.34040618111080084,0.826277494430542,0.3598635281462981,1.2548153797785442,0.5824855052845301,0.0,0.0,0.0,0.0,1.1117227614546816,0.16162882193371117
GROUP.N.01,2.0,logmap_lr,adam,0.16436482284507434,0.0008430730199528684,0.16480220357577002,0.0019288036710559692,0.9134141143518236,0.002388728642261857,0.5758699206339977,0.009232110615736262,0.5739856801909308,0.02897943781522883,0.5747979145292232,0.01870712713788594,0.07800156732815393,0.004158173034438506,1.9806723197301228,0.057130899575916785,1.9806723197301228,0.057130899575916785,0.0,0.0,0.0,0.0,0.5891459821723402,0.01877442079859812
GROUP.N.01,2.0,logmap_lr,sgd,0.20469945208731966,0.0005182853828854024,0.2046070694923401,0.0006000195679439773,0.8979479997564391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0858675145297773,0.004171037459064157,0.5327747662862142,0.0035713220243232206,0.5327747662862142,0.0035713220243232206,0.0,0.0,0.0,0.0,0.6675822048758467,0.1863726830391656
GROUP.N.01,3.0,euclidean_lr,adam,0.0400731825101542,0.0005637908460157381,0.03850375488400453,0.0025714109375676556,0.9957782784306562,0.0007440907174826577,0.9835726902360385,0.006317056488984168,0.9749403341288784,0.002734233708207574,0.9792303528914591,0.0036130762409176628,0.0064442100747871675,0.0002072112216645971,16.817795435587566,0.37348380036877565,16.817795435587566,0.37348380036877565,0.0,0.0,0.0,0.0,0.5388383424530426,0.0023453725409250704
GROUP.N.01,3.0,euclidean_lr,sgd,0.1377293475539483,0.001304753014396335,0.13679561018943778,0.0011239302048252579,0.9701232012015669,0.000427678814380337,0.9974967274902893,0.0022053714503747998,0.7090294351630867,0.005733307599602061,0.828868003214526,0.003178758775759587,0.030788955026700232,0.0005144714856566545,3.3549227714538574,0.04128403296706059,3.3549227714538574,0.04128403296706059,0.0,0.0,0.0,0.0,0.48717020731419325,0.005386506111656345
GROUP.N.01,3.0,hyperbolic_mlr,projected_adam,0.0246253816603698,0.005534640914970195,0.021138669302066135,0.003234969687676447,0.9957985751689703,0.0012786945137916372,0.9868115993988321,0.012965779884351058,0.9719570405727924,0.007331864992508656,0.9792793142157487,0.006222228984703538,0.23555205700645168,0.06737057399128475,0.5851048231124878,0.20551278722194788,0.7925324042638143,0.2016125346647978,0.0,0.0,0.0,0.0,1.0454731478045385,0.07291825717885378
GROUP.N.01,3.0,hyperbolic_mlr,projected_sgd,0.023315071541741533,0.0044984111347992186,0.020903735111157035,0.0015077220062476387,0.996407477318395,0.0003222007320301656,0.9967274473431379,0.001529113174373434,0.9679793158313444,0.0038821044741335076,0.9821387817472981,0.0016395259286952303,0.21963037413455386,0.15477096544696387,0.5451017816861471,0.11024511751113408,0.9011965195337931,0.023050259279787662,307.6666666666667,305.6539437555703,2.3333333333333335,2.0816659994661326,0.9495872507492701,0.006261343059503597
GROUP.N.01,3.0,hyperbolic_mlr,radam,0.022663044041425735,0.00228140073584223,0.021199200923244104,0.0042903299425427425,0.994824331729891,0.0023731565816118134,0.9843390598982066,0.022937715288516677,0.9649960222752586,0.001501558161350447,0.974482807935075,0.011369190411693946,0.2375654384207686,0.02148683260462181,0.44792960087458294,0.0911837548825943,0.6205379565556844,0.06262279053927153,0.0,0.0,0.0,0.0,1.1347282111334305,0.019537885896406818
GROUP.N.01,3.0,hyperbolic_mlr,rsgd,0.04122942289079373,0.03215681655174845,0.042305196324984196,0.032124627072693666,0.9894659928149546,0.009612943248792947,0.9560305884268284,0.05725040523482752,0.9409307875894988,0.03678535236706051,0.9483337591346744,0.04663698813092265,0.4156009446356996,0.20579557826791917,0.8124887347221375,0.6231112507029011,1.3883920510609944,1.041083067159085,0.0,0.0,0.0,0.0,1.0771184141437213,0.08339878886643927
GROUP.N.01,3.0,logmap_lr,adam,0.04507882515087863,0.0006059046758266166,0.04397610947489733,0.0025815881376334694,0.9885323428525035,0.0011874892915472765,0.9370165863809802,0.010040493332356378,0.9516706443914081,0.001789976133651644,0.9442704590992316,0.0054948360584870905,0.030416836339197367,0.0005498444079928037,2.8420846462249756,0.02346423107095173,2.8420846462249756,0.02346423107095173,0.0,0.0,0.0,0.0,0.5878188417603573,0.019366999200999224
GROUP.N.01,3.0,logmap_lr,sgd,0.09051114533464548,0.0001586493873531027,0.08996757616599398,0.001297638935061278,0.9816517485640057,0.0002305266332094925,0.8806015229711072,0.003796311014335007,0.9488862370723945,0.0028196990610099277,0.913461527351478,0.0007778616896176066,0.0520747947127495,0.0007663417908023222,0.9969016114870707,0.005641070772291007,0.9969016114870707,0.005641070772291007,0.0,0.0,0.0,0.0,0.6006147788527111,0.07199551988898488
GROUP.N.01,5.0,euclidean_lr,adam,0.0543835601727442,0.000523754848635646,0.05228052660822863,0.0016477070981392784,0.9905214232072904,0.0004883886182189565,0.9861788626307968,0.005699836748392906,0.9200477326968973,0.005369928400954543,0.9519490754297036,0.0024778328902396074,0.0081015553743781,0.00033849922790442734,16.188709894816082,0.1539494186291123,16.188709894816082,0.1539494186291123,0.0,0.0,0.0,0.0,0.5358798275701702,0.00604641906709148
GROUP.N.01,5.0,euclidean_lr,sgd,0.14907934976490525,0.0028827508874291227,0.14705466230710343,0.0023650339396514694,0.963364387342954,0.007487846114770361,1.0,0.0,0.6410103420843277,0.07337285008524645,0.7796348958815124,0.053814929989162055,0.03251467100481037,0.0007832445718376423,3.3148885567982993,0.08544073318218098,3.3148885567982993,0.08544073318218098,0.0,0.0,0.0,0.0,0.542724936734885,0.07945846661203815
GROUP.N.01,5.0,hyperbolic_mlr,projected_adam,0.04634647618031764,0.02292595585098923,0.11205653722087539,0.14613740292366895,0.96178124175445,0.05528423555166381,0.6647746128926751,0.5757124473210158,0.6272871917263325,0.5432862890536349,0.6454770061052133,0.5590077418128189,0.6739395995306695,0.7099846806847332,0.6688650449117025,0.10637824212039691,0.908067544301351,0.08463716595586433,11.333333333333334,19.629909152447276,0.0,0.0,1.0348307287010055,0.011254716022852652
GROUP.N.01,5.0,hyperbolic_mlr,projected_sgd,0.11433076867298965,0.14497503656333674,0.1132227480411529,0.14839857906688236,0.961760945016136,0.0552652753574368,0.6635218714873184,0.574637175943284,0.6282816229116945,0.544108582242602,0.6454200479696309,0.5589541258511004,0.3817564776640927,0.2176770963476459,0.7170767287413279,0.3566398780320004,1.0055577754974365,0.49584825927760573,482.3333333333333,831.0994725863645,2.6666666666666665,4.618802153517007,0.9928629472851753,0.02888766648235916
GROUP.N.01,5.0,hyperbolic_mlr,radam,0.039060282787696764,0.0035312531210596396,0.037565102179845135,0.004181037907573607,0.9894253993383263,0.0013565450739009802,0.9904097898999001,0.004660875556807207,0.9051312649164678,0.009320107011821753,0.9458460263654548,0.00708066078717615,0.5564023127067944,0.3153280916551725,0.7510360876719157,0.07905516728679216,1.143635869026184,0.19783413555927037,0.0,0.0,0.0,0.0,1.1366650263468425,0.005175850677172369
GROUP.N.01,5.0,hyperbolic_mlr,rsgd,0.046019220596729804,0.004790430464972414,0.0398325386146704,0.01117587236496136,0.989770443889667,0.004173978710738268,0.9878576858401509,0.01713839813170046,0.9108989657915673,0.027757992864158837,0.9477507337653147,0.02152799712691697,0.4666257521565173,0.18783010731056898,0.8019092480341593,0.74816134768974,1.178239067395528,1.2860845429243783,0.0,0.0,0.0,0.0,1.105827945129325,0.07101292087672711
GROUP.N.01,5.0,logmap_lr,adam,0.06402465010515486,0.00045778524691096536,0.062129154801368665,0.001708128038990035,0.9849601169092127,0.001815508922349659,0.9531763801510129,0.014292241284070275,0.8967780429594273,0.003912552818796052,0.9241001686749787,0.00878736999664814,0.038057982421618834,0.0020889798629993603,2.7625327905019126,0.034455786230505506,2.7625327905019126,0.034455786230505506,0.0,0.0,0.0,0.0,0.6349550094455481,0.08988654620030792
GROUP.N.01,5.0,logmap_lr,sgd,0.0932630074743656,0.00032219246679850107,0.09119881937901177,0.0010442912166770224,0.9814081877042359,0.0006843944589938957,0.9290639199509712,0.005313367787239259,0.8854415274463007,0.0020668864052134283,0.9067248972584414,0.0032672579865049914,0.05058836059373193,0.0007676786267482316,1.2305230299631755,0.0020561097218226984,1.2305230299631755,0.0020561097218226984,0.0,0.0,0.0,0.0,0.5515355702179173,0.0032622484753998702
GROUP.N.01,10.0,euclidean_lr,adam,0.007299985707885666,0.00011247992462982987,0.005895306821912499,0.00035229217179207257,0.9991069435141773,0.00014061992795212714,0.9997994384275972,0.00034738283344749464,0.9914478918058872,0.0012420441524259992,0.9956059110547836,0.0006939256240090021,0.0022814297451187668,4.447270288432491e-05,20.894229888916012,0.17031291690689668,20.894229888916012,0.17031291690689668,0.0,0.0,0.0,0.0,0.5811746936912338,0.0015689564173269612
GROUP.N.01,10.0,euclidean_lr,sgd,0.09974154864775232,0.0020788316362690255,0.09833348790804543,0.0018487974798718418,0.9934035600479003,0.0010357304448779356,1.0,0.0,0.9353619729514717,0.010149046000137675,0.9665826425350147,0.005417650895270071,0.032272482156794464,0.000727814929754651,3.8215347131093345,0.060590219698397375,3.8215347131093345,0.060590219698397375,0.0,0.0,0.0,0.0,0.4995908255999287,0.005999708576898233
GROUP.N.01,10.0,hyperbolic_mlr,projected_adam,0.0089912107764899,0.0021006179477020322,0.007419766547779166,0.0024084323192470184,0.9987010087478941,0.0003720453587412335,0.9983950235569123,0.0022776221927234314,0.988862370723946,0.0015015581613506068,0.993605593416507,0.001828431563272194,0.07565206735291184,0.003169110347646257,0.9413881897926331,0.09555442416662953,1.4823298454284668,0.11972735579706968,0.0,0.0,0.0,0.0,1.054194182002296,0.038319258734559374
GROUP.N.01,10.0,hyperbolic_mlr,projected_sgd,0.0044040726183001665,0.0022901921431707434,0.0032671088896070667,0.0016520910185670817,0.9995331750187745,0.00030647402769575475,0.9996007948246755,0.00034572647175358886,0.9958233890214796,0.002983293556085953,0.9977070062111163,0.0015079101748774549,0.05815284626880927,0.03671926750677058,0.2824342946211496,0.06664786705201076,0.4665352702140808,0.10088557881630573,0.0,0.0,0.0,0.0,1.0492047940691311,0.08540202361781071
GROUP.N.01,10.0,hyperbolic_mlr,radam,0.008662088584493867,0.0012128507316100743,0.005978652741760001,0.0018484267671741753,0.999208427205748,0.0004833010980450701,0.999800876144962,0.0003448926339246017,0.992442322991249,0.005074523000068703,0.9961030790075679,0.002384051885466216,0.0873815056262428,0.023870403931797096,0.5765624443689982,0.09288888795011532,1.002743939558665,0.23540274496031768,0.0,0.0,0.0,0.0,1.182882751027743,0.005511561396578189
